Bus,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1,2,3,4,5,6,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,55.5,54.1,52.4,51.3,49.8,48.9,48.8,48.5,48.5,50.5,56.7,60,58.4,56.9,53.8,49.3,45,42.8,41.3,41,41.6,42.9,46.6,52.3
2,37,36.1,34.9,34.2,33.2,32.6,32.5,32.3,32.3,33.7,37.8,40,38.9,37.9,35.9,32.8,30,28.5,27.5,27.3,27.7,28.6,31.1,34.9
3,73.9,72.2,69.9,68.4,66.4,65.2,65.1,64.6,64.6,67.4,75.6,80,77.9,75.8,71.7,65.7,60,57,55.1,54.6,55.5,57.2,62.1,69.7
4,27.7,27.1,26.2,25.7,24.9,24.5,24.4,24.2,24.2,25.3,28.3,30,29.2,28.4,26.9,24.6,22.5,21.4,20.7,20.5,20.8,21.4,23.3,26.1
5,18.5,18,17.5,17.1,16.6,16.3,16.3,16.2,16.2,16.8,18.9,20,19.5,19,17.9,16.4,15,14.3,13.8,13.7,13.9,14.3,15.5,17.4
6,92.4,90.2,87.4,85.5,82.9,81.5,81.3,80.8,80.8,84.2,94.5,100,97.3,94.8,89.7,82.1,75.1,71.3,68.9,68.3,69.3,71.4,77.6,87.1
7,92.4,90.2,87.4,85.5,82.9,81.5,81.3,80.8,80.8,84.2,94.5,100,97.3,94.8,89.7,82.1,75.1,71.3,68.9,68.3,69.3,71.4,77.6,87.1
8,18.5,18,17.5,17.1,16.6,16.3,16.3,16.2,16.2,16.8,18.9,20,19.5,19,17.9,16.4,15,14.3,13.8,13.7,13.9,14.3,15.5,17.4
9,18.5,18,17.5,17.1,16.6,16.3,16.3,16.2,16.2,16.8,18.9,20,19.5,19,17.9,16.4,15,14.3,13.8,13.7,13.9,14.3,15.5,17.4
10,27.7,27.1,26.2,25.7,24.9,24.5,24.4,24.2,24.2,25.3,28.3,30,29.2,28.4,26.9,24.6,22.5,21.4,20.7,20.5,20.8,21.4,23.3,26.1
11,32.3,31.6,30.6,29.9,29,28.5,28.5,28.3,28.3,29.5,33.1,35,34.1,33.2,31.4,28.7,26.3,25,24.1,23.9,24.3,25,27.2,30.5
12,32.3,31.6,30.6,29.9,29,28.5,28.5,28.3,28.3,29.5,33.1,35,34.1,33.2,31.4,28.7,26.3,25,24.1,23.9,24.3,25,27.2,30.5
13,73.9,72.2,69.9,68.4,66.4,65.2,65.1,64.6,64.6,67.4,75.6,80,77.9,75.8,71.7,65.7,60,57,55.1,54.6,55.5,57.2,62.1,69.7
14,9.2,9,8.7,8.6,8.3,8.2,8.1,8.1,8.1,8.4,9.5,10,9.7,9.5,9,8.2,7.5,7.1,6.9,6.8,6.9,7.1,7.8,8.7
15,18.5,18,17.5,17.1,16.6,16.3,16.3,16.2,16.2,16.8,18.9,20,19.5,19,17.9,16.4,15,14.3,13.8,13.7,13.9,14.3,15.5,17.4
16,18.5,18,17.5,17.1,16.6,16.3,16.3,16.2,16.2,16.8,18.9,20,19.5,19,17.9,16.4,15,14.3,13.8,13.7,13.9,14.3,15.5,17.4
17,37,36.1,34.9,34.2,33.2,32.6,32.5,32.3,32.3,33.7,37.8,40,38.9,37.9,35.9,32.8,30,28.5,27.5,27.3,27.7,28.6,31.1,34.9
18,37,36.1,34.9,34.2,33.2,32.6,32.5,32.3,32.3,33.7,37.8,40,38.9,37.9,35.9,32.8,30,28.5,27.5,27.3,27.7,28.6,31.1,34.9
19,37,36.1,34.9,34.2,33.2,32.6,32.5,32.3,32.3,33.7,37.8,40,38.9,37.9,35.9,32.8,30,28.5,27.5,27.3,27.7,28.6,31.1,34.9
20,37,36.1,34.9,34.2,33.2,32.6,32.5,32.3,32.3,33.7,37.8,40,38.9,37.9,35.9,32.8,30,28.5,27.5,27.3,27.7,28.6,31.1,34.9
21,37,36.1,34.9,34.2,33.2,32.6,32.5,32.3,32.3,33.7,37.8,40,38.9,37.9,35.9,32.8,30,28.5,27.5,27.3,27.7,28.6,31.1,34.9
22,46.2,45.1,43.7,42.8,41.5,40.8,40.7,40.4,40.4,42.1,47.2,50,48.7,47.4,44.8,41,37.5,35.6,34.4,34.1,34.7,35.7,38.8,43.6
23,184.9,180.5,174.7,171.1,165.9,163.1,162.7,161.5,161.6,168.4,189,200,194.7,189.6,179.3,164.2,150.1,142.6,137.7,136.5,138.6,142.9,155.3,174.3
24,184.9,180.5,174.7,171.1,165.9,163.1,162.7,161.5,161.6,168.4,189,200,194.7,189.6,179.3,164.2,150.1,142.6,137.7,136.5,138.6,142.9,155.3,174.3
25,23.1,22.6,21.8,21.4,20.7,20.4,20.3,20.2,20.2,21.1,23.6,25,24.3,23.7,22.4,20.5,18.8,17.8,17.2,17.1,17.3,17.9,19.4,21.8
26,23.1,22.6,21.8,21.4,20.7,20.4,20.3,20.2,20.2,21.1,23.6,25,24.3,23.7,22.4,20.5,18.8,17.8,17.2,17.1,17.3,17.9,19.4,21.8
27,18.5,18,17.5,17.1,16.6,16.3,16.3,16.2,16.2,16.8,18.9,20,19.5,19,17.9,16.4,15,14.3,13.8,13.7,13.9,14.3,15.5,17.4
28,64.7,63.2,61.1,59.9,58.1,57.1,56.9,56.5,56.5,59,66.1,70,68.1,66.4,62.8,57.5,52.5,49.9,48.2,47.8,48.5,50,54.3,61
29,554.6,541.5,524.1,513.2,497.7,489.3,488,484.6,484.7,505.3,567,600,584.1,568.8,538,492.5,450.3,427.8,413.1,409.6,415.9,428.6,465.8,522.9
30,64.7,63.2,61.1,59.9,58.1,57.1,56.9,56.5,56.5,59,66.1,70,68.1,66.4,62.8,57.5,52.5,49.9,48.2,47.8,48.5,50,54.3,61
31,92.4,90.2,87.4,85.5,82.9,81.5,81.3,80.8,80.8,84.2,94.5,100,97.3,94.8,89.7,82.1,75.1,71.3,68.9,68.3,69.3,71.4,77.6,87.1
32,37,36.1,34.9,34.2,33.2,32.6,32.5,32.3,32.3,33.7,37.8,40,38.9,37.9,35.9,32.8,30,28.5,27.5,27.3,27.7,28.6,31.1,34.9
